codigo_sessao	sigla_casa	codigo_sessao_legislativa	tipo_sessao	num_sessao	data_sessao	hora_inicio	codigo_tramitacao	codigo_sessao_votacao	sequecial_sessao	secreta	descricao_votacao	resultado	codigo_materia	sigla_materia	numero_materia	ano_materia	sigla_casa2	codigo_parlamentar	nome_parlamentar	sexo_parlamentar	sigla_partido	sigla_uf	url	foto	tratamento	voto_senador
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	40	José Agripino	M	DEM	RN	http://www25.senado.leg.br/web/senadores/senador/-/perfil/40	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador40.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	16	Edison Lobão	M	PMDB	MA	http://www25.senado.leg.br/web/senadores/senador/-/perfil/16	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador16.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	70	Renan Calheiros	M	PMDB	AL	http://www25.senado.leg.br/web/senadores/senador/-/perfil/70	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador70.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	35	Jader Barbalho	M	PMDB	PA	http://www25.senado.leg.br/web/senadores/senador/-/perfil/35	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador35.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	825	Paulo Paim	M	PT	RS	http://www25.senado.leg.br/web/senadores/senador/-/perfil/825	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador825.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	111	Blairo Maggi	M	PR	MT	http://www25.senado.leg.br/web/senadores/senador/-/perfil/111	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador111.jpg	Senador	MIS
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	73	Romero Jucá	M	PMDB	RR	http://www25.senado.leg.br/web/senadores/senador/-/perfil/73	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador73.jpg	Senador	AP 
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	612	Eunício Oliveira	M	PMDB	CE	http://www25.senado.leg.br/web/senadores/senador/-/perfil/612	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador612.jpg	Senador	P-NRV
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	374	Paulo Rocha	M	PT	PA	http://www25.senado.leg.br/web/senadores/senador/-/perfil/374	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador374.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	391	Aécio Neves	M	PSDB	MG	http://www25.senado.leg.br/web/senadores/senador/-/perfil/391	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador391.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	558	Vanessa Grazziotin	F	PCdoB	AM	http://www25.senado.leg.br/web/senadores/senador/-/perfil/558	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador558.jpg	Senadora	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	615	José Pimentel	M	PT	CE	http://www25.senado.leg.br/web/senadores/senador/-/perfil/615	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador615.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	643	Lúcia Vânia	F	S/Partido	GO	http://www25.senado.leg.br/web/senadores/senador/-/perfil/643	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador643.jpg	Senadora	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	739	Ciro Nogueira	M	PP	PI	http://www25.senado.leg.br/web/senadores/senador/-/perfil/739	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador739.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	72	Roberto Requião	M	PMDB	PR	http://www25.senado.leg.br/web/senadores/senador/-/perfil/72	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador72.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	604	Walter Pinheiro	M	PT	BA	http://www25.senado.leg.br/web/senadores/senador/-/perfil/604	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador604.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	635	Ricardo Ferraço	M	PMDB	ES	http://www25.senado.leg.br/web/senadores/senador/-/perfil/635	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador635.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	950	João Alberto Souza	M	PMDB	MA	http://www25.senado.leg.br/web/senadores/senador/-/perfil/950	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador950.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	945	Alvaro Dias	M	PSDB	PR	http://www25.senado.leg.br/web/senadores/senador/-/perfil/945	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador945.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	1023	Maria do Carmo Alves	F	DEM	SE	http://www25.senado.leg.br/web/senadores/senador/-/perfil/1023	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1023.jpg	Senadora	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	3	Antonio Carlos Valadares	M	PSB	SE	http://www25.senado.leg.br/web/senadores/senador/-/perfil/3	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	631	Magno Malta	M	PR	ES	http://www25.senado.leg.br/web/senadores/senador/-/perfil/631	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador631.jpg	Senador	AP 
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	1176	Waldemir Moka	M	PMDB	MS	http://www25.senado.leg.br/web/senadores/senador/-/perfil/1176	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1176.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	2207	Raimundo Lira	M	PMDB	PB	http://www25.senado.leg.br/web/senadores/senador/-/perfil/2207	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador2207.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	2331	Rose de Freitas	F	PMDB	ES	http://www25.senado.leg.br/web/senadores/senador/-/perfil/2331	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador2331.jpg	Senadora	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	3695	Lindbergh Farias	M	PT	RJ	http://www25.senado.leg.br/web/senadores/senador/-/perfil/3695	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3695.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	3741	Paulo Bauer	M	PSDB	SC	http://www25.senado.leg.br/web/senadores/senador/-/perfil/3741	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3741.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	846	Aloysio Nunes Ferreira	M	PSDB	SP	http://www25.senado.leg.br/web/senadores/senador/-/perfil/846	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador846.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	90	José Serra	M	PSDB	SP	http://www25.senado.leg.br/web/senadores/senador/-/perfil/90	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador90.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	3394	João Capiberibe	M	PSB	AP	http://www25.senado.leg.br/web/senadores/senador/-/perfil/3394	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3394.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	3396	Tasso Jereissati	M	PSDB	CE	http://www25.senado.leg.br/web/senadores/senador/-/perfil/3396	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3396.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	3361	José Maranhão	M	PMDB	PB	http://www25.senado.leg.br/web/senadores/senador/-/perfil/3361	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3361.jpg	Senador	P-NRV
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	3372	Valdir Raupp	M	PMDB	RO	http://www25.senado.leg.br/web/senadores/senador/-/perfil/3372	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3372.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	3366	Marcelo Crivella	M	PRB	RJ	http://www25.senado.leg.br/web/senadores/senador/-/perfil/3366	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3366.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	3360	Delcídio do Amaral	M	PT	MS	http://www25.senado.leg.br/web/senadores/senador/-/perfil/3360	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3360.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	4763	Vicentinho Alves	M	PR	TO	http://www25.senado.leg.br/web/senadores/senador/-/perfil/4763	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4763.jpg	Senador	P-NRV
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	3823	Benedito de Lira	M	PP	AL	http://www25.senado.leg.br/web/senadores/senador/-/perfil/3823	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3823.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	3398	Cristovam Buarque	M	PDT	DF	http://www25.senado.leg.br/web/senadores/senador/-/perfil/3398	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3398.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	87	Garibaldi Alves Filho	M	PMDB	RN	http://www25.senado.leg.br/web/senadores/senador/-/perfil/87	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador87.jpg	Senador	P-NRV
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	3634	Flexa Ribeiro	M	PSDB	PA	http://www25.senado.leg.br/web/senadores/senador/-/perfil/3634	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3634.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	4525	Fernando Collor	M	PTB	AL	http://www25.senado.leg.br/web/senadores/senador/-/perfil/4525	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4525.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	4560	Sérgio Petecão	M	PSD	AC	http://www25.senado.leg.br/web/senadores/senador/-/perfil/4560	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4560.jpg	Senador	AP 
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	4697	Angela Portela	F	PT	RR	http://www25.senado.leg.br/web/senadores/senador/-/perfil/4697	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4697.jpg	Senadora	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	4721	Eduardo Amorim	M	PSC	SE	http://www25.senado.leg.br/web/senadores/senador/-/perfil/4721	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4721.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	5144	Zeze Perrella	M	PDT	MG	http://www25.senado.leg.br/web/senadores/senador/-/perfil/5144	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5144.jpg	Senador	AP 
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	5000	Marta Suplicy	F	S/Partido	SP	http://www25.senado.leg.br/web/senadores/senador/-/perfil/5000	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5000.jpg	Senadora	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	5004	Ivo Cassol	M	PP	RO	http://www25.senado.leg.br/web/senadores/senador/-/perfil/5004	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5004.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	5006	Gleisi Hoffmann	F	PT	PR	http://www25.senado.leg.br/web/senadores/senador/-/perfil/5006	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5006.jpg	Senadora	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	5008	Humberto Costa	M	PT	PE	http://www25.senado.leg.br/web/senadores/senador/-/perfil/5008	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5008.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	5012	Randolfe Rodrigues	M	PSOL	AP	http://www25.senado.leg.br/web/senadores/senador/-/perfil/5012	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5012.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	5038	Sandra Braga	F	PMDB	AM	http://www25.senado.leg.br/web/senadores/senador/-/perfil/5038	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5038.jpg	Senadora	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	4990	Jorge Viana	M	PT	AC	http://www25.senado.leg.br/web/senadores/senador/-/perfil/4990	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4990.jpg	Senador	AP 
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	5197	Cássio Cunha Lima	M	PSDB	PB	http://www25.senado.leg.br/web/senadores/senador/-/perfil/5197	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5197.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	4981	Acir Gurgacz	M	PDT	RO	http://www25.senado.leg.br/web/senadores/senador/-/perfil/4981	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4981.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	4988	Ana Amélia	F	PP	RS	http://www25.senado.leg.br/web/senadores/senador/-/perfil/4988	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4988.jpg	Senadora	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	5540	Fernando Bezerra Coelho	M	PSB	PE	http://www25.senado.leg.br/web/senadores/senador/-/perfil/5540	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5540.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	5178	Douglas Cintra	M	PTB	PE	http://www25.senado.leg.br/web/senadores/senador/-/perfil/5178	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5178.jpg	Senador	P-NRV
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	5236	Reguffe	M	PDT	DF	http://www25.senado.leg.br/web/senadores/senador/-/perfil/5236	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5236.jpg	Senador	Votou
22141	SF	850	DOR	99	2015-06-16	14:00	2264921	5394	1	S	Votação da Mensagem nº 22, de 2015, referente à escolha do Sr. Roberto Abdalla, Ministro de Primeira Classe para exercer o cargo de Embaixador do Brasil no Estado do Catar.	A	120912	MSF	00022	2015	SF	5525	Omar Aziz	M	PSD	AM	http://www25.senado.leg.br/web/senadores/senador/-/perfil/5525	http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5525.jpg	Senador	Votou
